제품명,기본정보,원료약품 및 분량,효능효과,용법용량,주의사항
,"{'제품명': '그루머스 블렌드 허브 샴푸', '제품 영문명': ""Groomer's blend Herbal extract shampoo"", '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-25', '품목정보': '동물용의약외품-수입-022-676', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '연한 청녹색의 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '17oz(503ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Coconut based surfactant blend(ICID)'], ['3', 'Glycol distearate(ICID)'], ['4', 'DMDM hydantoin(ICID)'], ['5', 'Eucalyptus oil(ICID)'], ['6', 'Tetrasodium EDTA(ICID)'], ['7', 'Cedarwood oil texas(ICID)'], ['8', 'Carmomile extract(ICID)'], ['9', 'Echinacea extract(ICID)'], ['10', 'Yarrow extract(ICID)'], ['11', 'Clove leaf oil(ICID)'], ['12', 'Aloe vera(ICID)'], ['13', 'FD and C yellow #5(ICID)'], ['14', 'FD and C green #3(ICID)']]",없음,없음,없음
,"{'제품명': '그루머스 블렌드 퍼피 프레쉬 샴푸', '제품 영문명': ""Groomer's blend Puppy fresh shampoo"", '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-25', '품목정보': '동물용의약외품-수입-022-677', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '연한 핑크빛을 띠는 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '17oz(503ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Coconut based surfactant blend(ICID)'], ['3', 'Disodium laureth sulfosuccinate(ICID)'], ['4', 'DMDM hydantoin(ICID)'], ['5', 'Fragrance baby powder(ICID)'], ['6', 'Tetrasodium EDTA(ICID)'], ['7', 'Chamomile extract(ICID)'], ['8', 'D and C red #33(ICID)']]",없음,없음,없음
,"{'제품명': '그루머스살롱셀렉트퍼피샴푸', '제품 영문명': ""Groomer's salon select puppy shampoo"", '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-12-28', '품목정보': '동물용의약외품-수입-022-732', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '분홍색의 투명한 점성이 있는 젤', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 서늘하고 건조한 곳에 보관\n유효기간 : 제조일로부터 36개월', '포장단위': '18.4floz(544ml), 1Gallon(3.8L)'}","[['1', 'Purified water(ICID)'], ['2', 'Coconut oil based cleansers(ICID)'], ['3', 'DMDM hydantoin(ICID)'], ['4', 'Fragrance(ICID)'], ['5', 'Tetrasodium EDTA(ICID)'], ['6', 'D and C Red #33(ICID)']]",없음,없음,없음
,"{'제품명': '그루머스살롱셀렉트화이트코트샴푸', '제품 영문명': ""Groomer's salon select white coat shampoo"", '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-12-28', '품목정보': '동물용의약외품-수입-022-733', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '자주색의 투명한 점성이 있는 젤', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 서늘하고 건조한 곳에 보관\n유효기간 : 제조일로부터 36개월', '포장단위': '18.4floz(544ml), 1Gallon(3.8L)'}","[['1', 'Purified water(ICID)'], ['2', 'Coconut oil based cleansers(ICID)'], ['3', 'Fragrance(ICID)'], ['4', 'Tetrasodium EDTA(ICID)'], ['5', 'DMDM hydantoin(ICID)'], ['6', 'Optical Brighteners(ICID)'], ['7', 'D and C Violet'], ['8', 'Propylene glycol(USP)'], ['9', 'SDA-40(ICID)']]",없음,없음,없음
,"{'제품명': '그루머스살롱셀렉트허브샴푸', '제품 영문명': ""Groomer's salon select herbal shampoo"", '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-12-28', '품목정보': '동물용의약외품-수입-022-734', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '녹색의 투명한 젤', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 서늘하고 건조한 곳에 보관\n유효기간 : 제조일로부터 36개월', '포장단위': '18.4floz(544ml), 1Gallon(3.8L)'}","[['1', 'Purified water(ICID)'], ['2', 'Coconut oil based cleansers(ICID)'], ['3', 'DMDM hydantoin(ICID)'], ['4', 'Eucalyptus oil(ICID)'], ['5', 'Tetrasodium EDTA(ICID)'], ['6', 'Cedarwood oil(ICID)'], ['7', 'Chamomile extract(ICID)'], ['8', 'Echinacea extract(ICID)'], ['9', 'Yarrow extract(ICID)'], ['10', 'Clove leaf oil(ICID)'], ['11', 'FD and C Yellow #5(ICID)'], ['12', 'Aloe vera powder 100X(ICID)'], ['13', 'FD and C Green #3(ICID)']]",없음,없음,없음
,"{'제품명': '쉐드 엑스 탈모방지 샴푸(고양이용)', '제품 영문명': 'Shed-X shed control cat shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-25', '품목정보': '동물용의약외품-수입-022-678', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '노란색의 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '8oz(236.6ml)'}","[['1', 'Green tea extract(ICID)'], ['2', 'Grape seed oil(ICID)'], ['3', 'Hydrolyzed oat protein(ICID)'], ['4', 'Hydrolyzed wheat protein(ICID)'], ['5', 'Vitamin E(ICID)'], ['6', 'Vitamin A and D(ICID)'], ['7', 'D and C red#40(ICID)'], ['8', 'Purified water(ICID)'], ['9', 'Surfactant blend(ICID)'], ['10', 'Acrylates copolymer(ICID)'], ['11', 'Glycol distearate(ICID)'], ['12', 'Fragrance(ICID)'], ['13', 'Polyquaternium-10(ICID)'], ['14', 'DMDM-Hydantoin(ICID)'], ['15', 'Lactic acid(ICID)'], ['16', 'FD and C yellow #5(ICID)'], ['17', 'DL-panthenol(ICID)'], ['18', 'Tetrasodium EDTA(ICID)'], ['19', 'Flax seed oil(ICID)']]",없음,없음,없음
,"{'제품명': '푸이-비터스프레이(물음방지제)', '제품 영문명': 'Fooey! Ultra bitter spray', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-25', '품목정보': '동물용의약외품-수입-022-679', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '갈색을 띠는 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '4oz(118.3ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Propylene glycol(ICID)'], ['3', 'Hydroxyethylcellulose(ICID)'], ['4', 'DMDM-Hydantoin(ICID)'], ['5', 'Sodium benzoate(ICID)'], ['6', '10％ Andrographis(ICID)'], ['7', '98％ Naringine(ICID)']]",없음,없음,없음
,"{'제품명': '시너지랩 그로스앤글라이드 컨디셔너', '제품 영문명': 'Veterinary formula solutions gloss and glide-detangler, shine builder and conditioner', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-25', '품목정보': '동물용의약외품-수입-022-680', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '연한 핑크빛을 띠는 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '8oz(236ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Cetrimonium chloride(ICID)'], ['3', 'Amodimethicone ＆ trideceth-12(ICID)'], ['4', 'Propylene glycol(ICID)'], ['5', 'DL-panthenol(ICID)'], ['6', 'Olealkonium chloride(ICID)'], ['7', 'DMDM-hydantoin(ICID)'], ['8', 'Polyquaternium 4(ICID)'], ['9', 'Polysorbate-20(ICID)'], ['10', 'Fragrance raspberry tea and freesia(ICID)'], ['11', 'Tetrasodium EDTA(ICID)'], ['12', 'Benzophenone-4(ICID)'], ['13', 'Hydrolyzed silk protein(ICID)'], ['14', 'Green tea extract(ICID)'], ['15', 'FD＆C Red ＃33(ICID)'], ['16', 'FD＆C Yellow ＃5(ICID)']]",없음,없음,없음
,"{'제품명': '시너지랩 안티 알러지 무스(고양이용)', '제품 영문명': 'Veterinary formula solutions anti-allergen mousse for cats and kittens', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-25', '품목정보': '동물용의약외품-수입-022-681', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '핑크빛을 띠는 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '6oz(177ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Ethanol(ICID)'], ['3', 'Anionic and amphoteric surfactants(ICID)'], ['4', 'Glycerin(ICID)'], ['5', 'Xanthan gum(ICID)'], ['6', 'DMDM-hydantoin(ICID)'], ['7', 'Polyquaternium-7(ICID)'], ['8', 'Fragrance raspberry tea and freesia(ICID)'], ['9', 'Tetrasodium EDTA(ICID)'], ['10', 'KTZ Interfine Gold(ICID)'], ['11', 'FD ＆d C red ＃33']]",없음,없음,없음
,"{'제품명': '그루머스살롱셀렉트콜타르샴푸', '제품 영문명': ""Groomer's salon select Coal tar shampoo"", '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-12-28', '품목정보': '동물용의약외품-수입-022-735', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '갈색의 투명한 점성이 있는 젤', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 서늘하고 건조한 곳에 보관\n유효기간 : 제조일로부터 36개월', '포장단위': '18.4floz(544ml), 1Gallon(3.8L)'}","[['1', 'Purified water(ICID)'], ['2', 'Surfactant blend(ICID)'], ['3', 'Coal tar solution(ICID)'], ['4', 'Fragrance(ICID)'], ['5', 'DMDM hydantoin(ICID)'], ['6', 'Tetrasodium EDTA(ICID)']]",없음,없음,없음
,"{'제품명': '그루머스살롱셀렉트 디오더라이징샴푸', '제품 영문명': ""Groomer's salon select Deodorizing shampoo"", '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-12-28', '품목정보': '동물용의약외품-수입-022-736', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '밝은 청색의 투명한 점성이 있는 젤', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 서늘하고 건조한 곳에 보관\n유효기간 : 제조일로부터 36개월', '포장단위': '18.4floz(544ml), 1Gallon(3.8L)'}","[['1', 'Purified water(ICID)'], ['2', 'Coconut oil based cleansers(ICID)'], ['3', 'Sodium Bicarbonate(ICID)'], ['4', 'Glycerin(ICID)'], ['5', 'DMDM hydantoin(ICID)'], ['6', 'Fragrance(ICID)'], ['7', 'Tetrasodium EDTA(ICID)'], ['8', 'Benzethonium chloride(ICID)'], ['9', 'Aloe vera(ICID)'], ['10', 'Rosemary extract(ICID)'], ['11', 'FD and C Blue #1(ICID)']]",없음,없음,없음
,"{'제품명': '시너지랩 워터리스 거품 샴푸(고양이용)', '제품 영문명': 'Veterinary formula solutions waterless bath foam for cats and kittens', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-25', '품목정보': '동물용의약외품-수입-022-682', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '연한 청색을 띠는 점성이 있는 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '6oz(177ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Ethanol(ICID)'], ['3', 'Anionic and amphoteric surfactants(ICID)'], ['4', 'Glycerin(ICID)'], ['5', 'Xanthan gum(ICID)'], ['6', 'DMDM-hydantoin(ICID)'], ['7', 'Hydrolyzed silk protein(ICID)'], ['8', 'polyquaternium-7(ICID)'], ['9', 'Fragrance cucumber lavender(ICID)'], ['10', 'Tetrasodium EDTA(ICID)'], ['11', 'KTZ Interfine Glod(ICID)'], ['12', 'Calendula(ICID)'], ['13', 'FD and C yellow #5(ICID)'], ['14', 'FD and C blue #1(ICID)']]",없음,없음,없음
,"{'제품명': '엘엠 팜스 딥클린징 샴푸', '제품 영문명': 'Lm farms dog shampoo - deep cleansing', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-25', '품목정보': '동물용의약외품-수입-022-683', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '녹색, 펄의 형태를 띤 불투명한 점성 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 24개월', '포장단위': '473ml'}","[['1', 'Water-deionized(ICID)'], ['2', 'DMDM hydantoin(ICID)'], ['3', 'Glycerine USP(ICID)'], ['4', 'Deoplex H7062(ICID)'], ['5', 'Extract-lemongrass(ICID)'], ['6', 'Extract-parsley(ICID)'], ['7', 'Xantahan gum FED(ICID)'], ['8', 'Sodium laureth sulfate ES3-70%(ICID)'], ['9', 'Cocamidopropyl betaine-35%(ICID)'], ['10', 'Cocamide MEA(ICID)'], ['11', 'Disodium cocoamphodiacetate(ICID)'], ['12', 'Butylated hydroxytoluene(ICID)'], ['13', 'Euperlan PK 4000(ICID)'], ['14', 'Fragrance-fresh herbs CE132675(ICID)'], ['15', 'Color solution-green 5 - 1.0%(ICID)'], ['16', 'Color solution-Red 40 - 0.80%(ICID)'], ['17', 'Color solution-Yellow 5 - 1.0%(ICID)']]",없음,없음,없음
,"{'제품명': '덴탈후레쉬 오리지날 애견용', '제품 영문명': 'Dental fresh original formula Dog', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-26', '품목정보': '동물용의약외품-수입-022-684', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '에메랄드 그린 색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '17oz(503ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Stabilized chlorine dioxide(2%)(ICID)'], ['3', 'Sodium bicarbonate(ICID)'], ['4', 'Potassium sorbate(ICID)'], ['5', 'Sodium benzoate(ICID)'], ['6', 'Methyl paraben(ICID)'], ['7', 'Tetrasodium EDTA(ICID)'], ['8', 'FD and C blue #1(ICID)'], ['9', 'FD and C yellow #5(ICID)']]",없음,없음,없음
,"{'제품명': '라벤더 매직 샴푸', '제품 영문명': 'Lavender Magic Shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2013-12-17', '품목정보': '동물용의약외품-수입-022-785', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '연보라색의 액제', '제조방법': '제조사의 제조 방법에 따른다.', '저장방법': '다른 용기에 옮겨 담지 말고 원래의 용기에 뚜껑을 닫\n아 실온에 보관하십시오.\n제조일로부터 36개월', '포장단위': '12oz(355ml) , 1Gallon(3,785L)'}","[['1', 'Cocamidopropyl betaine (ICID)'], ['2', 'Cocamide DEA (ICID)'], ['3', 'EGMS Fatty acid esters (Glycol stearate, ICID)'], ['4', 'Cellulosic polymer (Polyquaternium-10, ICID)'], ['5', 'Tetrasodium EDTA (ICID)'], ['6', 'TEA Lauryl sulfate (ICID)'], ['7', 'Citric acid (ICID)'], ['8', 'Methylchloroisothiazolinone ＆ Methylisothiazolinone'], ['9', 'Fragrance (별규)'], ['10', 'Purified water (ICID)'], ['11', 'CI 42090'], ['12', 'CI 16035'], ['13', 'PEG-75 Lanolin'], ['14', 'Tocopheryl Acetate']]",없음,없음,없음
,"{'제품명': '디 쉐드 린스', '제품 영문명': 'De Shed Rinse', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2013-12-17', '품목정보': '동물용의약외품-수입-022-786', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '무색 투명한 액제', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '다른 용기에 옮겨 담지 말고 원래의 용기에 뚜껑을 닫\n아 실온에 보관하십시오.\n제조일로부터 36개월', '포장단위': '12oz(355ml) , 1gallon(3,785L)'}","[['1', 'Polyquaternium-7 (ICID)'], ['2', 'Panthenol (ICID)'], ['3', 'Vitamin E (ICID)'], ['4', 'Methylchloroisothiazolinone & Methylisothiazolinone (ICID)'], ['5', 'Cetearyl alcohol & Stearalkonium chloride (ICID)'], ['6', 'Fragrance (Vanilla flavor, 별규)'], ['7', 'Fragrance (Raspberry flavor, 별규)'], ['8', 'Purified water (ICID)']]",없음,없음,없음
,"{'제품명': '덴탈후레쉬 오리지날 고양이용', '제품 영문명': 'Dental fresh original formula Cat', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-26', '품목정보': '동물용의약외품-수입-022-685', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '에메랄드 그린 색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '8oz(236ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Stabilized chlorine dioxide(2%)(ICID)'], ['3', 'Sodium bicarbonate(ICID)'], ['4', 'Potassium sorbate(ICID)'], ['5', 'Sodium benzoate(ICID)'], ['6', 'Methyl paraben(ICID)'], ['7', 'Tetrasodium EDTA(ICID)'], ['8', 'FD and C blue #1(ICID)'], ['9', 'FD and C yellow #5(ICID)']]",없음,없음,없음
,"{'제품명': '덴탈후레쉬 어드밴스드(프라그/치석)', '제품 영문명': 'Dental fresh advanced plaque and tartar', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-26', '품목정보': '동물용의약외품-수입-022-686', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '주황색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '17oz(503ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Stabilized chlorine dioxide(2%)(ICID)'], ['3', 'Sodium bicarbonate(ICID)'], ['4', 'Potassium sorbate(ICID)'], ['5', 'Sodium benzoate(ICID)'], ['6', 'Methyl paraben(ICID)'], ['7', 'Tetrasodium EDTA(ICID)'], ['8', 'FD and C yellow #5(ICID)'], ['9', 'FD and C yellow #6(ICID)']]",없음,없음,없음
,"{'제품명': '덴탈후레쉬 어드밴스드(미백)', '제품 영문명': 'Dental fresh advanced whitening', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-26', '품목정보': '동물용의약외품-수입-022-687', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '연한 청색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '17oz(503ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Stabilized chlorine dioxide(2%)(ICID)'], ['3', 'Sodium bicarbonate(ICID)'], ['4', 'Potassium sorbate(ICID)'], ['5', 'Sodium benzoate(ICID)'], ['6', 'Methyl paraben(ICID)'], ['7', 'Tetrasodium EDTA(ICID)'], ['8', 'FD and C blue #1(ICID)']]",없음,없음,없음
,"{'제품명': '바이오강스 그리스리스 스프레이(고양이)', '제품 영문명': 'Gliss liss cat spray', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-04-08', '품목정보': '동물용의약외품-수입-022-799', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '노란색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '상온에 보관\n제조일로부터 36개월', '포장단위': '150ml, 300ml'}","[['1', 'Petroleum distillates(ICID)'], ['2', 'Butane(ICID)'], ['3', 'Alcohol denat.(ICID)'], ['4', 'Propane(ICID)'], ['5', 'Isobutane(ICID)'], ['6', 'Parfum(ICID)'], ['7', 'Isoporpyl myristate(ICID)'], ['8', 'Dimethicone(ICID)'], ['9', 'Tocopheryl acetate(ICID)'], ['10', 'Simmondsia chinensis seed oil(ICID)']]",없음,없음,없음
,"{'제품명': '덴탈후레쉬 고양이용', '제품 영문명': 'Dental fresh Enhanced flavor for cats', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-26', '품목정보': '동물용의약외품-수입-022-688', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '에메랄드 그린 색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '8oz(236ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Stabilized chlorine dioxide(2%)(ICID)'], ['3', 'Sodium bicarbonate(ICID)'], ['4', 'Tuna flavor(ICID)'], ['5', 'Potassium sorbate(ICID)'], ['6', 'Sodium benzoate(ICID)'], ['7', 'Methyl paraben(ICID)'], ['8', 'Tetrasodium EDTA(ICID)'], ['9', 'FD and C yellow #5(ICID)'], ['10', 'FD and C red #40(ICID)']]",없음,없음,없음
,"{'제품명': '덴탈 후레쉬 구강스프레이(강아지, 고양이겸용)', '제품 영문명': 'Dental fresh oral spray', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-26', '품목정보': '동물용의약외품-수입-022-689', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '에메랄드 그린 색의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 상온보관\n유효기간 : 제조일로부터 36개월\n(제조일은 제품밑면에 표시)', '포장단위': '4 FL oz(118ml)'}","[['1', 'Purified water(ICID)'], ['2', 'Stabilized chlorine dioxide(2%)(ICID)'], ['3', 'Sodium bicarbonate(ICID)'], ['4', 'Potassium sorbate(ICID)'], ['5', 'Sodium benzoate(ICID)'], ['6', 'Methyl paraben(ICID)'], ['7', 'Tetrasodium EDTA(ICID)'], ['8', 'FD and C blue #1(ICID)'], ['9', 'FD and C yellow #5(ICID)']]",없음,없음,없음
,"{'제품명': '비바텍 시그원 구강청결제(애견용)', '제품 영문명': 'Sig one spray', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2012-06-29', '품목정보': '동물용의약외품-수입-022-690', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '약점성액체의 오렌지 노란색', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '저장방법 : 고온이나 직사광선이 없는 곳에 보관\n유효기간 : 제조일로부터 24개월', '포장단위': '20ml'}","[['1', 'Humic substances in liquid(ICID)']]",없음,없음,없음
,"{'제품명': '바이오강스 노린스 로션(강아지)', '제품 영문명': 'No rinse lotion dog', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-04-08', '품목정보': '동물용의약외품-수입-022-805', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '녹색의 투명한 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '상온에 보관\n제조일로부터 30개월(제조일은 제품에 별도 표기)', '포장단위': '250ml, 1L, 5L'}","[['1', 'Aqua(ICID)'], ['2', 'Sodium Laureth sulfate(ICID)'], ['3', 'Glycerin(ICID)'], ['4', 'Tropaeolum majus(ICID)'], ['5', 'Fragrance(Cologne fragrance, ICID)'], ['6', 'Benzoic acid(ICID)'], ['7', 'Dehydroacetic acid(ICID)']]",없음,없음,없음
,"{'제품명': '바이오강스 워터리스(고양이)', '제품 영문명': 'Waterless dry cat shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-04-08', '품목정보': '동물용의약외품-수입-022-806', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '흰색의 불투명한 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '상온에 보관\n제조일로부터 36개월', '포장단위': '150ml, 300ml'}","[['1', 'Petroleum distillates(ICID)'], ['2', 'Butane(ICID)'], ['3', 'Oryza sativa starch(ICID)'], ['4', 'Propane(ICID)'], ['5', 'Isobutane(ICID)'], ['6', 'Parfum(ICID)'], ['7', 'Hexyl cinnamal(ICID)'], ['8', 'Amyl cinnamal(ICID)'], ['9', 'Linalool(ICID)'], ['10', 'Cetrimonium chloride(ICID)'], ['11', 'Limonene(ICID)'], ['12', 'Alpha-isomethylionone(ICID)'], ['13', 'Eugenol(ICID)'], ['14', 'Geraniol(ICID)'], ['15', 'Butylphenyl methylpropional(ICID)']]",없음,없음,없음
,"{'제품명': '바이오강스 노린스 포머(강아지)', '제품 영문명': 'No rinse foamer dog', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-04-08', '품목정보': '동물용의약외품-수입-022-807', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '상온에 보관\n제조일로부터 30개월', '포장단위': '200ml'}","[['1', 'Aqua(ICID)'], ['2', 'Sodium Laureth sulfate(ICID)'], ['3', 'Glycerin(ICID)'], ['4', 'Tropaeolum majus(ICID)'], ['5', 'Fragrance(Honeysuckle fragrance, ICID)'], ['6', 'Benzoic acid(ICID)'], ['7', 'Dehydroacetic acid(ICID)']]",없음,없음,없음
,"{'제품명': '바이오강스 워터리스(강아지)', '제품 영문명': 'Waterless dry dog shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2014-04-08', '품목정보': '동물용의약외품-수입-022-808', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '흰색의 불투명한 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '상온에 보관\n제조일로부터 36개월', '포장단위': '150ml, 300ml'}","[['1', 'Petroleum distillates(ICID)'], ['2', 'Butane(ICID)'], ['3', 'Oryza sativa starch(ICID)'], ['4', 'Propane(ICID)'], ['5', 'Isobutane(ICID)'], ['6', 'Parfum(ICID)'], ['7', 'Hexyl cinnamal(ICID)'], ['8', 'Amyl cinnamal(ICID)'], ['9', 'Linalool(ICID)'], ['10', 'Cetrimonium chloride(ICID)'], ['11', 'Limonene(ICID)'], ['12', 'Alpha-isomethylionone(ICID)'], ['13', 'Eugenol(ICID)'], ['14', 'Geraniol(ICID)'], ['15', 'Butylphenyl methylpropional(ICID)']]",없음,없음,없음
